Churn,Account_Age,Internet_Service,Data_Usage,Customer_Service_Calls,MonthlyCharge,Source
No,70.0,Yes,5757.0,0,157.4698,WGU Telecom Co.
No,67.0,Yes,5690.0,2,124.9781,WGU Telecom Co.
No,49.0,Yes,4337.0,2,152.466,WGU Telecom Co.
No,64.0,Yes,5433.0,0,147.4421,WGU Telecom Co.
No,64.0,Yes,6068.0,0,142.4713,WGU Telecom Co.
No,45.0,No,4250.0,1,172.4733,WGU Telecom Co.
No,67.0,Yes,5951.0,2,124.9607,WGU Telecom Co.
Yes,54.0,Yes,5395.0,1,240.1149,WGU Telecom Co.
No,54.0,Yes,5056.0,1,159.9794,WGU Telecom Co.
No,37.0,Yes,3569.0,3,174.9919,WGU Telecom Co.
No,70.0,Yes,6530.0,3,129.9621,WGU Telecom Co.
No,57.0,Yes,4976.0,0,169.9447,WGU Telecom Co.
No,69.0,Yes,5839.0,0,152.466,WGU Telecom Co.
No,38.0,Yes,3376.0,0,159.9512,WGU Telecom Co.
No,67.0,Yes,6335.0,0,159.9476,WGU Telecom Co.
No,54.0,Yes,4974.0,1,137.4698,WGU Telecom Co.
No,56.0,Yes,5360.0,1,174.9768,WGU Telecom Co.
Yes,60.0,Yes,6197.0,2,245.1283,WGU Telecom Co.
No,59.0,No,5081.0,0,147.5031,WGU Telecom Co.
No,70.0,Yes,6536.0,0,232.6415,WGU Telecom Co.
No,71.0,No,6391.0,2,190.1737,WGU Telecom Co.
Yes,55.0,No,5214.0,0,245.175,WGU Telecom Co.
No,50.0,Yes,4537.0,1,192.4567,WGU Telecom Co.
No,65.0,Yes,5815.0,2,169.9447,WGU Telecom Co.
No,69.0,Yes,5902.0,0,127.4958,WGU Telecom Co.
No,53.0,No,4959.0,3,162.5299,WGU Telecom Co.
No,43.0,No,3892.0,1,165.0182,WGU Telecom Co.
No,69.0,Yes,6374.0,1,129.9598,WGU Telecom Co.
No,71.0,Yes,6499.0,1,275.1336,WGU Telecom Co.
No,50.0,Yes,4642.0,0,174.9755,WGU Telecom Co.
No,60.0,Yes,5509.0,2,149.9741,WGU Telecom Co.
No,67.0,Yes,6235.0,2,129.9915,WGU Telecom Co.
No,62.0,No,5453.0,0,159.9942,WGU Telecom Co.
No,63.0,No,5465.0,1,159.9642,WGU Telecom Co.
No,59.0,Yes,5222.0,2,124.9607,WGU Telecom Co.
No,52.0,No,4663.0,3,149.9707,WGU Telecom Co.
No,67.0,Yes,5714.0,3,179.9476,WGU Telecom Co.
No,71.0,Yes,6483.0,2,139.9349,WGU Telecom Co.
No,70.0,Yes,5874.0,0,137.4392,WGU Telecom Co.
No,66.0,No,5740.0,0,159.9642,WGU Telecom Co.
No,49.0,Yes,4374.0,2,204.9797,WGU Telecom Co.
No,67.0,Yes,5654.0,0,179.9656,WGU Telecom Co.
Yes,60.0,Yes,5500.0,3,252.6378,WGU Telecom Co.
Yes,59.0,Yes,6079.0,2,225.1457,WGU Telecom Co.
No,38.0,No,4017.0,0,245.1612,WGU Telecom Co.
No,72.0,No,5954.0,0,92.5018,WGU Telecom Co.
No,52.0,No,4708.0,1,139.9861,WGU Telecom Co.
No,69.0,Yes,6272.0,3,137.4698,WGU Telecom Co.
No,47.0,Yes,4309.0,1,92.45514,WGU Telecom Co.
No,37.0,Yes,3495.0,1,184.967,WGU Telecom Co.
No,63.0,Yes,6212.0,2,162.497,WGU Telecom Co.
No,56.0,Yes,5181.0,2,172.4567,WGU Telecom Co.
No,72.0,No,6595.0,1,232.652,WGU Telecom Co.
No,43.0,No,3692.0,1,104.9923,WGU Telecom Co.
No,63.0,No,5425.0,0,149.9776,WGU Telecom Co.
Yes,39.0,Yes,4421.0,0,245.1283,WGU Telecom Co.
No,56.0,Yes,4853.0,0,140.0049,WGU Telecom Co.
Yes,56.0,Yes,5512.0,7,200.1185,WGU Telecom Co.
No,66.0,No,5641.0,0,147.4713,WGU Telecom Co.
No,65.0,Yes,5869.0,3,114.9509,WGU Telecom Co.
No,37.0,No,3270.0,1,117.472,WGU Telecom Co.
No,65.0,Yes,5833.0,0,182.447,WGU Telecom Co.
No,50.0,Yes,4688.0,0,127.4601,WGU Telecom Co.
No,63.0,Yes,5689.0,0,217.484,WGU Telecom Co.
Yes,56.0,Yes,5646.0,2,267.6427,WGU Telecom Co.
No,57.0,Yes,5584.0,1,152.4624,WGU Telecom Co.
No,72.0,Yes,6754.0,2,162.4538,WGU Telecom Co.
No,68.0,Yes,6264.0,0,187.4847,WGU Telecom Co.
No,67.0,Yes,6141.0,0,255.1417,WGU Telecom Co.
No,51.0,Yes,5313.0,1,235.1372,WGU Telecom Co.
No,65.0,Yes,5804.0,0,172.4555,WGU Telecom Co.
No,63.0,Yes,5570.0,0,197.4876,WGU Telecom Co.
No,67.0,Yes,6025.0,0,117.4686,WGU Telecom Co.
No,50.0,Yes,4978.0,1,172.4705,WGU Telecom Co.
No,62.0,Yes,5631.0,1,162.447,WGU Telecom Co.
No,62.0,Yes,6055.0,1,275.1336,WGU Telecom Co.
No,61.0,Yes,5431.0,1,169.9447,WGU Telecom Co.
No,41.0,No,3562.0,0,134.9801,WGU Telecom Co.
No,71.0,Yes,6688.0,0,222.6362,WGU Telecom Co.
No,62.0,Yes,5442.0,1,207.6094,WGU Telecom Co.
No,62.0,Yes,5694.0,1,275.1336,WGU Telecom Co.
No,58.0,Yes,5087.0,0,179.9476,WGU Telecom Co.
No,61.0,No,5245.0,0,137.4616,WGU Telecom Co.
No,62.0,Yes,5588.0,1,214.9663,WGU Telecom Co.
No,70.0,Yes,6420.0,0,245.1457,WGU Telecom Co.
No,42.0,Yes,3830.0,0,159.983,WGU Telecom Co.
No,70.0,Yes,6833.0,4,222.6326,WGU Telecom Co.
No,67.0,No,5931.0,0,210.138,WGU Telecom Co.
No,49.0,Yes,5205.0,1,235.1417,WGU Telecom Co.
No,51.0,Yes,4395.0,0,204.9496,WGU Telecom Co.
No,56.0,No,4860.0,1,102.4746,WGU Telecom Co.
No,56.0,Yes,5232.0,2,137.4836,WGU Telecom Co.
No,71.0,Yes,5978.0,1,179.9476,WGU Telecom Co.
No,57.0,Yes,5548.0,1,152.4579,WGU Telecom Co.
No,56.0,Yes,5070.0,2,220.1185,WGU Telecom Co.
No,47.0,Yes,3969.0,2,157.4698,WGU Telecom Co.
No,58.0,Yes,4997.0,1,172.5104,WGU Telecom Co.
No,57.0,Yes,5587.0,1,164.967,WGU Telecom Co.
No,71.0,Yes,6584.0,1,142.4689,WGU Telecom Co.
No,49.0,No,4555.0,1,175.1331,WGU Telecom Co.
Yes,62.0,No,5747.0,0,242.6573,WGU Telecom Co.
No,59.0,Yes,5562.0,1,142.4827,WGU Telecom Co.
No,72.0,Yes,6108.0,0,140.0049,WGU Telecom Co.
No,43.0,No,3785.0,2,104.9923,WGU Telecom Co.
No,59.0,No,5325.0,1,152.5022,WGU Telecom Co.
No,59.0,Yes,5548.0,1,172.4567,WGU Telecom Co.
No,68.0,Yes,6081.0,0,217.484,WGU Telecom Co.
No,70.0,Yes,6162.0,0,152.4798,WGU Telecom Co.
No,41.0,Yes,3962.0,0,119.9568,WGU Telecom Co.
No,52.0,No,4642.0,1,119.9897,WGU Telecom Co.
No,55.0,No,4741.0,1,117.472,WGU Telecom Co.
No,65.0,Yes,5852.0,1,192.4404,WGU Telecom Co.
No,68.0,Yes,6626.0,0,194.9663,WGU Telecom Co.
No,42.0,Yes,3718.0,0,184.9647,WGU Telecom Co.
No,66.0,Yes,5662.0,2,124.9781,WGU Telecom Co.
No,55.0,Yes,5350.0,1,149.9378,WGU Telecom Co.
No,57.0,Yes,5638.0,0,194.9663,WGU Telecom Co.
Yes,42.0,Yes,4225.0,0,265.1283,WGU Telecom Co.
No,60.0,No,5341.0,0,162.5119,WGU Telecom Co.
No,39.0,Yes,4130.0,0,175.0062,WGU Telecom Co.
No,53.0,Yes,4728.0,1,207.6094,WGU Telecom Co.
Yes,36.0,Yes,3730.0,0,235.1591,WGU Telecom Co.
No,71.0,Yes,6280.0,0,192.4705,WGU Telecom Co.
No,71.0,Yes,6572.0,0,255.1417,WGU Telecom Co.
No,71.0,Yes,6053.0,2,127.482,WGU Telecom Co.
No,67.0,No,5573.0,1,137.5165,WGU Telecom Co.
No,63.0,No,5830.0,2,187.6422,WGU Telecom Co.
No,65.0,Yes,5474.0,1,137.4392,WGU Telecom Co.
No,63.0,No,5574.0,2,114.9976,WGU Telecom Co.
No,53.0,Yes,4622.0,2,179.9794,WGU Telecom Co.
No,72.0,Yes,6437.0,1,204.961,WGU Telecom Co.
No,50.0,Yes,4959.0,0,149.9447,WGU Telecom Co.
No,57.0,Yes,5468.0,1,252.6378,WGU Telecom Co.
No,46.0,Yes,4847.0,0,222.6281,WGU Telecom Co.
No,69.0,No,6082.0,0,152.509,WGU Telecom Co.
No,55.0,Yes,4908.0,0,194.9882,WGU Telecom Co.
No,59.0,Yes,5199.0,1,160.0013,WGU Telecom Co.
No,57.0,No,4941.0,0,134.9801,WGU Telecom Co.
Yes,52.0,No,4970.0,0,245.175,WGU Telecom Co.
No,57.0,Yes,4899.0,1,112.4551,WGU Telecom Co.
No,49.0,Yes,5068.0,0,232.624,WGU Telecom Co.
No,69.0,Yes,6048.0,1,184.9715,WGU Telecom Co.
No,64.0,Yes,6006.0,0,164.9715,WGU Telecom Co.
No,56.0,Yes,5105.0,1,184.9853,WGU Telecom Co.
No,67.0,Yes,6295.0,0,164.9785,WGU Telecom Co.
No,55.0,Yes,5128.0,2,265.147,WGU Telecom Co.
No,54.0,No,4825.0,1,104.9923,WGU Telecom Co.
No,50.0,Yes,4764.0,0,242.6281,WGU Telecom Co.
No,64.0,Yes,5959.0,1,129.9483,WGU Telecom Co.
No,52.0,Yes,4810.0,1,204.961,WGU Telecom Co.
No,53.0,Yes,5053.0,0,275.1198,WGU Telecom Co.
No,56.0,Yes,5162.0,1,129.9483,WGU Telecom Co.
Yes,47.0,Yes,4944.0,0,210.1051,WGU Telecom Co.
No,71.0,No,6056.0,0,104.9923,WGU Telecom Co.
No,62.0,Yes,6285.0,1,257.6375,WGU Telecom Co.
No,60.0,No,5117.0,0,119.9897,WGU Telecom Co.
No,61.0,Yes,5163.0,1,149.9483,WGU Telecom Co.
No,66.0,Yes,6000.0,2,127.4601,WGU Telecom Co.
No,67.0,No,6472.0,1,222.6609,WGU Telecom Co.
No,72.0,No,6745.0,0,232.652,WGU Telecom Co.
No,68.0,Yes,6120.0,0,220.1323,WGU Telecom Co.
No,65.0,Yes,5745.0,5,182.4608,WGU Telecom Co.
No,68.0,Yes,6573.0,0,184.9496,WGU Telecom Co.
No,69.0,Yes,5883.0,0,169.9447,WGU Telecom Co.
No,69.0,Yes,6391.0,1,182.4433,WGU Telecom Co.
No,59.0,No,5445.0,1,212.6557,WGU Telecom Co.
No,59.0,Yes,5234.0,1,114.9509,WGU Telecom Co.
Yes,58.0,Yes,5922.0,2,235.1555,WGU Telecom Co.
Yes,43.0,Yes,4730.0,0,212.6228,WGU Telecom Co.
Yes,55.0,Yes,5584.0,1,235.1417,WGU Telecom Co.
No,56.0,Yes,4753.0,1,147.4738,WGU Telecom Co.
No,72.0,No,6379.0,0,117.4835,WGU Telecom Co.
No,67.0,Yes,5858.0,1,192.4404,WGU Telecom Co.
No,43.0,Yes,3643.0,3,167.4564,WGU Telecom Co.
No,56.0,Yes,5072.0,1,194.9581,WGU Telecom Co.
No,60.0,Yes,5445.0,3,217.4702,WGU Telecom Co.
No,51.0,Yes,4422.0,0,169.9447,WGU Telecom Co.
No,70.0,Yes,6102.0,1,172.4441,WGU Telecom Co.
No,65.0,Yes,5749.0,0,204.9634,WGU Telecom Co.
Yes,69.0,Yes,6407.0,1,255.1372,WGU Telecom Co.
No,62.0,Yes,5893.0,0,142.4526,WGU Telecom Co.
No,65.0,No,5640.0,0,129.9926,WGU Telecom Co.
No,53.0,No,4535.0,1,125.0073,WGU Telecom Co.
No,65.0,Yes,5540.0,2,139.9568,WGU Telecom Co.
No,48.0,Yes,4364.0,0,204.9634,WGU Telecom Co.
No,56.0,Yes,5703.0,1,212.6415,WGU Telecom Co.
No,53.0,Yes,5085.0,0,142.5007,WGU Telecom Co.
No,63.0,Yes,5574.0,0,169.9447,WGU Telecom Co.
No,62.0,Yes,5911.0,1,127.4738,WGU Telecom Co.
No,68.0,Yes,5954.0,1,169.9378,WGU Telecom Co.
No,48.0,No,4479.0,1,187.6422,WGU Telecom Co.
No,59.0,No,5085.0,0,104.9629,WGU Telecom Co.
No,64.0,Yes,5759.0,2,184.967,WGU Telecom Co.
No,48.0,Yes,4306.0,0,169.9741,WGU Telecom Co.
No,55.0,Yes,5032.0,0,230.1051,WGU Telecom Co.
No,67.0,No,5999.0,1,182.49,WGU Telecom Co.
No,64.0,Yes,5508.0,1,162.4713,WGU Telecom Co.
No,67.0,Yes,5731.0,1,147.4783,WGU Telecom Co.
No,71.0,Yes,6060.0,1,159.983,WGU Telecom Co.
No,60.0,Yes,5498.0,2,275.1198,WGU Telecom Co.
No,60.0,Yes,6100.0,2,202.6362,WGU Telecom Co.
No,68.0,Yes,6362.0,1,242.6281,WGU Telecom Co.
No,62.0,Yes,5447.0,2,149.9915,WGU Telecom Co.
No,46.0,Yes,3954.0,0,149.9621,WGU Telecom Co.
No,65.0,Yes,5950.0,0,197.4945,WGU Telecom Co.
No,62.0,Yes,5932.0,1,277.6513,WGU Telecom Co.
No,70.0,No,6137.0,0,127.4586,WGU Telecom Co.
No,67.0,Yes,5922.0,1,207.6094,WGU Telecom Co.
No,52.0,Yes,4670.0,1,214.9663,WGU Telecom Co.
No,70.0,Yes,6413.0,2,142.4713,WGU Telecom Co.
No,64.0,No,5624.0,2,117.4858,WGU Telecom Co.
No,58.0,No,5218.0,1,160.0122,WGU Telecom Co.
No,68.0,No,5878.0,0,130.0244,WGU Telecom Co.
No,68.0,No,6140.0,0,187.656,WGU Telecom Co.
No,59.0,Yes,5376.0,0,117.4872,WGU Telecom Co.
No,56.0,Yes,4933.0,0,159.965,WGU Telecom Co.
No,67.0,Yes,5749.0,1,139.9568,WGU Telecom Co.
No,61.0,Yes,5882.0,2,164.9853,WGU Telecom Co.
No,53.0,Yes,4783.0,1,104.9643,WGU Telecom Co.
No,62.0,No,5421.0,3,127.4586,WGU Telecom Co.
No,57.0,Yes,4837.0,1,127.4958,WGU Telecom Co.
Yes,60.0,Yes,6074.0,0,237.6549,WGU Telecom Co.
No,51.0,Yes,5011.0,3,184.9496,WGU Telecom Co.
No,56.0,Yes,5490.0,4,117.4686,WGU Telecom Co.
No,38.0,No,3407.0,0,137.5165,WGU Telecom Co.
No,48.0,Yes,4367.0,0,172.4441,WGU Telecom Co.
Yes,69.0,Yes,5978.0,0,172.4624,WGU Telecom Co.
No,65.0,Yes,5791.0,3,92.45514,WGU Telecom Co.
No,66.0,Yes,5978.0,1,164.9889,WGU Telecom Co.
No,66.0,Yes,5881.0,0,162.4526,WGU Telecom Co.
No,68.0,Yes,5927.0,1,159.9349,WGU Telecom Co.
No,66.0,Yes,6632.0,0,235.1555,WGU Telecom Co.
No,54.0,Yes,4655.0,2,147.4421,WGU Telecom Co.
No,67.0,Yes,5923.0,2,159.965,WGU Telecom Co.
No,60.0,Yes,5420.0,0,104.9643,WGU Telecom Co.
No,61.0,Yes,5839.0,3,144.9889,WGU Telecom Co.
No,56.0,Yes,5396.0,1,172.4404,WGU Telecom Co.
No,66.0,Yes,6312.0,1,197.4725,WGU Telecom Co.
Yes,56.0,Yes,5704.0,3,225.132,WGU Telecom Co.
No,67.0,Yes,6209.0,0,265.1283,WGU Telecom Co.
No,54.0,Yes,4580.0,0,147.4783,WGU Telecom Co.
No,60.0,Yes,5736.0,2,117.4392,WGU Telecom Co.
No,61.0,Yes,5492.0,1,184.967,WGU Telecom Co.
No,64.0,Yes,5417.0,1,172.4742,WGU Telecom Co.
No,49.0,Yes,4317.0,2,169.9928,WGU Telecom Co.
No,52.0,Yes,4425.0,2,147.4601,WGU Telecom Co.
No,47.0,Yes,4475.0,0,149.9378,WGU Telecom Co.
No,71.0,Yes,6592.0,1,117.4686,WGU Telecom Co.
No,55.0,Yes,5166.0,1,159.9656,WGU Telecom Co.
No,65.0,Yes,6072.0,0,172.4885,WGU Telecom Co.
No,61.0,No,5432.0,2,142.4855,WGU Telecom Co.
No,41.0,Yes,4110.0,3,174.9768,WGU Telecom Co.
No,67.0,Yes,6356.0,0,172.4404,WGU Telecom Co.
No,62.0,Yes,5276.0,0,149.9778,WGU Telecom Co.
No,54.0,Yes,4717.0,2,169.9378,WGU Telecom Co.
No,63.0,Yes,5773.0,0,159.9656,WGU Telecom Co.
No,65.0,Yes,6074.0,1,172.4705,WGU Telecom Co.
No,67.0,Yes,5758.0,1,162.4713,WGU Telecom Co.
No,65.0,Yes,5622.0,2,159.965,WGU Telecom Co.
No,39.0,Yes,3600.0,1,137.4392,WGU Telecom Co.
No,62.0,Yes,5696.0,0,147.4564,WGU Telecom Co.
No,63.0,Yes,5426.0,0,179.9794,WGU Telecom Co.
No,71.0,No,6392.0,1,114.9658,WGU Telecom Co.
No,66.0,Yes,6209.0,0,92.45514,WGU Telecom Co.
No,60.0,Yes,5085.0,2,159.9875,WGU Telecom Co.
No,67.0,Yes,5638.0,2,147.4601,WGU Telecom Co.
No,65.0,Yes,6310.0,0,187.6094,WGU Telecom Co.
No,59.0,Yes,5297.0,3,204.9634,WGU Telecom Co.
No,50.0,Yes,4971.0,2,174.9699,WGU Telecom Co.
No,63.0,Yes,5000.0,0,112.4551,WGU Telecom Co.
No,70.0,Yes,6148.0,0,202.4433,WGU Telecom Co.
No,63.0,Yes,6210.0,0,152.4624,WGU Telecom Co.
Yes,54.0,Yes,5207.0,0,275.1336,WGU Telecom Co.
No,63.0,Yes,5394.0,2,169.9378,WGU Telecom Co.
No,60.0,Yes,5369.0,2,92.45514,WGU Telecom Co.
No,62.0,Yes,5307.0,3,162.4713,WGU Telecom Co.
No,48.0,Yes,4968.0,1,129.9483,WGU Telecom Co.
No,60.0,No,5695.0,1,212.6557,WGU Telecom Co.
No,70.0,Yes,5964.0,1,172.4742,WGU Telecom Co.
No,59.0,Yes,5657.0,0,197.4725,WGU Telecom Co.
No,51.0,Yes,4994.0,1,129.9621,WGU Telecom Co.
No,65.0,Yes,6314.0,0,154.9755,WGU Telecom Co.
No,60.0,Yes,6001.0,1,207.4754,WGU Telecom Co.
No,72.0,No,6293.0,2,194.9992,WGU Telecom Co.
No,67.0,No,5606.0,0,102.4746,WGU Telecom Co.
No,42.0,Yes,3767.0,2,172.4441,WGU Telecom Co.
No,54.0,No,5021.0,1,187.656,WGU Telecom Co.
No,64.0,No,5442.0,3,127.4586,WGU Telecom Co.
No,70.0,Yes,6004.0,1,160.0013,WGU Telecom Co.
No,68.0,Yes,5877.0,2,202.4433,WGU Telecom Co.
No,62.0,No,5277.0,0,114.9838,WGU Telecom Co.
Yes,64.0,Yes,5939.0,0,252.624,WGU Telecom Co.
Yes,62.0,Yes,5703.0,1,222.6362,WGU Telecom Co.
No,51.0,No,5232.0,0,245.175,WGU Telecom Co.
No,50.0,Yes,4493.0,0,240.1149,WGU Telecom Co.
No,71.0,Yes,6417.0,1,147.4564,WGU Telecom Co.
No,65.0,No,5732.0,1,139.9678,WGU Telecom Co.
No,60.0,No,5508.0,0,152.5022,WGU Telecom Co.
Yes,56.0,Yes,5629.0,1,220.1149,WGU Telecom Co.
No,58.0,Yes,5808.0,0,222.6326,WGU Telecom Co.
No,68.0,Yes,6432.0,1,172.4567,WGU Telecom Co.
No,59.0,Yes,5710.0,2,142.5007,WGU Telecom Co.
No,66.0,Yes,6265.0,0,245.1457,WGU Telecom Co.
No,62.0,Yes,5571.0,4,214.9663,WGU Telecom Co.
No,62.0,No,5804.0,3,197.5169,WGU Telecom Co.
No,67.0,Yes,6618.0,1,222.6326,WGU Telecom Co.
No,63.0,No,5478.0,1,119.9897,WGU Telecom Co.
No,64.0,Yes,5232.0,2,124.9643,WGU Telecom Co.
No,51.0,Yes,4722.0,0,204.9496,WGU Telecom Co.
No,46.0,Yes,4396.0,2,94.97283,WGU Telecom Co.
No,72.0,Yes,6814.0,0,182.4433,WGU Telecom Co.
No,71.0,Yes,6112.0,0,169.9378,WGU Telecom Co.
Yes,53.0,Yes,5442.0,1,222.6326,WGU Telecom Co.
No,71.0,Yes,6128.0,0,149.9483,WGU Telecom Co.
No,52.0,Yes,4545.0,3,169.9741,WGU Telecom Co.
Yes,68.0,Yes,6753.0,0,267.6427,WGU Telecom Co.
No,68.0,No,6141.0,1,187.6422,WGU Telecom Co.
No,67.0,Yes,6220.0,1,149.9378,WGU Telecom Co.
No,52.0,No,4807.0,1,197.6288,WGU Telecom Co.
No,70.0,Yes,6061.0,1,137.4392,WGU Telecom Co.
No,49.0,No,4546.0,3,182.49,WGU Telecom Co.
No,53.0,Yes,5249.0,1,162.4653,WGU Telecom Co.
No,69.0,Yes,5862.0,2,167.4564,WGU Telecom Co.
No,49.0,Yes,5006.0,1,172.4404,WGU Telecom Co.
Yes,67.0,No,6024.0,0,187.656,WGU Telecom Co.
No,40.0,Yes,3694.0,1,169.9378,WGU Telecom Co.
No,48.0,Yes,4141.0,2,214.9525,WGU Telecom Co.
No,66.0,No,6147.0,1,207.6386,WGU Telecom Co.
No,49.0,Yes,4220.0,3,157.4836,WGU Telecom Co.
No,63.0,Yes,6185.0,0,177.4876,WGU Telecom Co.
No,64.0,Yes,6018.0,1,147.4564,WGU Telecom Co.
No,67.0,Yes,6429.0,0,184.9496,WGU Telecom Co.
No,42.0,Yes,4070.0,1,159.9476,WGU Telecom Co.
No,69.0,Yes,6604.0,0,202.6362,WGU Telecom Co.
No,63.0,Yes,6065.0,3,197.4702,WGU Telecom Co.
No,58.0,Yes,5218.0,0,207.6094,WGU Telecom Co.
No,71.0,Yes,6284.0,0,139.9568,WGU Telecom Co.
No,64.0,No,5624.0,0,159.9642,WGU Telecom Co.
No,61.0,Yes,5237.0,1,204.9797,WGU Telecom Co.
No,41.0,Yes,3981.0,0,207.6094,WGU Telecom Co.
No,60.0,Yes,5144.0,2,179.9656,WGU Telecom Co.
No,66.0,Yes,5667.0,1,179.9476,WGU Telecom Co.
No,61.0,Yes,5550.0,2,204.9496,WGU Telecom Co.
No,64.0,Yes,6368.0,2,245.147,WGU Telecom Co.
No,69.0,No,5832.0,1,79.97886,WGU Telecom Co.
No,51.0,Yes,4995.0,1,152.4624,WGU Telecom Co.
No,69.0,Yes,6519.0,1,172.4404,WGU Telecom Co.
No,57.0,No,4994.0,0,114.9976,WGU Telecom Co.
No,55.0,Yes,5343.0,2,172.4705,WGU Telecom Co.
No,44.0,No,4141.0,1,177.6508,WGU Telecom Co.
No,65.0,No,5641.0,1,139.9816,WGU Telecom Co.
No,57.0,No,5223.0,3,194.9992,WGU Telecom Co.
No,68.0,Yes,6381.0,2,127.4783,WGU Telecom Co.
No,64.0,No,5852.0,1,127.475,WGU Telecom Co.
No,54.0,Yes,5117.0,4,117.4392,WGU Telecom Co.
No,68.0,Yes,6793.0,3,222.6143,WGU Telecom Co.
No,56.0,Yes,5243.0,0,124.9607,WGU Telecom Co.
No,52.0,Yes,4978.0,1,147.4564,WGU Telecom Co.
No,46.0,No,4338.0,1,184.9939,WGU Telecom Co.
No,53.0,Yes,4999.0,2,184.9496,WGU Telecom Co.
No,65.0,Yes,5470.0,1,124.9781,WGU Telecom Co.
No,49.0,No,4245.0,0,169.9671,WGU Telecom Co.
No,59.0,Yes,5832.0,1,177.4876,WGU Telecom Co.
No,71.0,Yes,6701.0,3,242.6281,WGU Telecom Co.
No,62.0,Yes,5373.0,4,182.4676,WGU Telecom Co.
No,68.0,Yes,6000.0,1,149.9915,WGU Telecom Co.
No,60.0,No,5442.0,1,129.9763,WGU Telecom Co.
No,48.0,No,4315.0,0,129.995,WGU Telecom Co.
No,66.0,Yes,5858.0,0,184.9785,WGU Telecom Co.
No,67.0,No,6083.0,0,174.991,WGU Telecom Co.
No,53.0,Yes,4639.0,0,137.4392,WGU Telecom Co.
No,43.0,Yes,3759.0,1,182.4538,WGU Telecom Co.
No,40.0,Yes,4025.0,0,230.1051,WGU Telecom Co.
No,61.0,Yes,5682.0,0,152.4555,WGU Telecom Co.
No,71.0,Yes,6090.0,1,179.9794,WGU Telecom Co.
No,45.0,No,4180.0,1,129.9763,WGU Telecom Co.
No,47.0,Yes,4103.0,1,137.4392,WGU Telecom Co.
No,49.0,Yes,4293.0,1,162.4713,WGU Telecom Co.
No,55.0,Yes,4779.0,0,162.4713,WGU Telecom Co.
No,68.0,No,5914.0,0,137.4684,WGU Telecom Co.
No,68.0,Yes,5692.0,0,169.9928,WGU Telecom Co.
No,68.0,Yes,6310.0,2,140.0013,WGU Telecom Co.
No,66.0,Yes,6341.0,0,232.624,WGU Telecom Co.
No,64.0,Yes,5475.0,3,182.4608,WGU Telecom Co.
No,54.0,Yes,4571.0,1,144.9607,WGU Telecom Co.
No,52.0,Yes,4897.0,0,127.4421,WGU Telecom Co.
No,66.0,Yes,6172.0,2,164.9785,WGU Telecom Co.
No,52.0,Yes,4640.0,1,159.965,WGU Telecom Co.
No,64.0,Yes,5982.0,4,117.4686,WGU Telecom Co.
No,67.0,Yes,6490.0,1,184.9797,WGU Telecom Co.
No,63.0,Yes,5307.0,6,159.983,WGU Telecom Co.
Yes,62.0,Yes,6127.0,0,277.6513,WGU Telecom Co.
No,71.0,No,6123.0,0,137.4684,WGU Telecom Co.
No,62.0,Yes,5454.0,1,169.9378,WGU Telecom Co.
No,63.0,Yes,5237.0,0,124.9643,WGU Telecom Co.
No,48.0,No,4296.0,1,149.9845,WGU Telecom Co.
No,66.0,Yes,5473.0,1,147.4783,WGU Telecom Co.
No,47.0,No,4183.0,0,172.4733,WGU Telecom Co.
No,72.0,Yes,6290.0,0,172.4441,WGU Telecom Co.
No,61.0,Yes,5304.0,0,169.9378,WGU Telecom Co.
No,49.0,Yes,4863.0,0,184.9634,WGU Telecom Co.
No,58.0,Yes,5838.0,0,202.6362,WGU Telecom Co.
No,53.0,Yes,5142.0,2,162.4538,WGU Telecom Co.
No,66.0,Yes,6195.0,1,147.4564,WGU Telecom Co.
No,54.0,No,4688.0,1,159.9805,WGU Telecom Co.
No,71.0,Yes,6016.0,2,137.4392,WGU Telecom Co.
Yes,65.0,No,5839.0,0,177.6508,WGU Telecom Co.
No,48.0,No,4327.0,1,107.4806,WGU Telecom Co.
No,65.0,No,5603.0,3,137.4684,WGU Telecom Co.
No,71.0,No,6382.0,0,149.9776,WGU Telecom Co.
No,66.0,Yes,5979.0,0,220.1185,WGU Telecom Co.
Yes,44.0,Yes,4964.0,0,270.1604,WGU Telecom Co.
No,62.0,Yes,5860.0,0,172.4567,WGU Telecom Co.
No,60.0,Yes,5252.0,2,192.4705,WGU Telecom Co.
No,64.0,Yes,5556.0,1,172.5104,WGU Telecom Co.
No,67.0,Yes,6426.0,0,174.9882,WGU Telecom Co.
Yes,42.0,Yes,4334.0,1,200.1323,WGU Telecom Co.
No,68.0,Yes,5853.0,0,159.983,WGU Telecom Co.
No,60.0,Yes,5453.0,1,172.4579,WGU Telecom Co.
No,62.0,No,5513.0,1,155.0084,WGU Telecom Co.
No,44.0,No,3964.0,3,114.9658,WGU Telecom Co.
No,57.0,Yes,5278.0,4,119.9568,WGU Telecom Co.
No,49.0,No,4249.0,1,92.5018,WGU Telecom Co.
No,60.0,Yes,5295.0,1,182.4653,WGU Telecom Co.
Yes,57.0,Yes,5559.0,0,245.1457,WGU Telecom Co.
No,70.0,Yes,6059.0,1,182.4833,WGU Telecom Co.
No,72.0,No,6002.0,0,147.4893,WGU Telecom Co.
No,68.0,Yes,5774.0,6,127.482,WGU Telecom Co.
