Churn,Internet_Service,Data_Usage,Customer_Service_Calls,MonthlyCharge,Account_Age,Source
No,No,0.0,4,62.0,44.0,Kaggle Competitor
No,No,0.0,0,39.0,21.0,Kaggle Competitor
No,Yes,31.0,2,79.7,23.0,Kaggle Competitor
No,No,0.0,2,38.0,18.0,Kaggle Competitor
No,Yes,26.0,2,72.9,24.0,Kaggle Competitor
Yes,Yes,46.0,2,86.1,31.0,Kaggle Competitor
No,No,0.0,1,47.0,30.0,Kaggle Competitor
No,Yes,32.0,1,60.7,24.0,Kaggle Competitor
No,No,0.0,1,33.0,27.0,Kaggle Competitor
No,No,0.0,1,42.0,29.0,Kaggle Competitor
No,No,0.0,0,50.0,22.0,Kaggle Competitor
No,No,0.0,3,47.0,18.0,Kaggle Competitor
No,No,4.0,0,33.2,33.0,Kaggle Competitor
No,No,0.0,2,52.0,9.0,Kaggle Competitor
No,No,0.0,1,45.0,20.0,Kaggle Competitor
No,No,0.0,3,52.0,16.0,Kaggle Competitor
No,No,0.0,1,33.0,19.0,Kaggle Competitor
No,No,0.0,0,30.0,45.0,Kaggle Competitor
Yes,Yes,55.0,0,95.6,15.0,Kaggle Competitor
No,Yes,14.0,3,49.3,17.0,Kaggle Competitor
No,Yes,49.0,0,92.5,28.0,Kaggle Competitor
No,Yes,19.0,1,62.9,9.0,Kaggle Competitor
No,No,0.0,0,52.0,17.0,Kaggle Competitor
Yes,No,4.0,1,72.0,17.0,Kaggle Competitor
No,No,0.0,1,61.0,20.0,Kaggle Competitor
No,No,5.0,0,36.8,32.0,Kaggle Competitor
No,No,0.0,3,25.0,16.0,Kaggle Competitor
No,Yes,19.0,0,65.9,28.0,Kaggle Competitor
No,No,0.0,1,54.0,26.0,Kaggle Competitor
No,No,0.0,2,61.0,27.0,Kaggle Competitor
No,Yes,29.0,1,74.0,15.0,Kaggle Competitor
No,No,4.0,0,35.5,18.0,Kaggle Competitor
No,Yes,48.0,2,87.0,30.0,Kaggle Competitor
No,No,0.0,3,52.0,1.0,Kaggle Competitor
No,No,3.0,1,56.9,25.0,Kaggle Competitor
Yes,No,0.0,3,39.0,25.0,Kaggle Competitor
No,No,3.0,1,39.7,32.0,Kaggle Competitor
No,No,0.0,0,40.0,24.0,Kaggle Competitor
No,Yes,36.0,0,89.0,27.0,Kaggle Competitor
No,No,0.0,2,54.0,43.0,Kaggle Competitor
No,No,0.0,2,36.0,37.0,Kaggle Competitor
No,No,3.0,1,61.5,0.0,Kaggle Competitor
No,No,0.0,1,48.0,20.0,Kaggle Competitor
No,No,0.0,1,64.0,15.0,Kaggle Competitor
Yes,Yes,42.0,4,73.6,29.0,Kaggle Competitor
No,No,0.0,2,53.0,30.0,Kaggle Competitor
No,Yes,35.0,0,90.2,29.0,Kaggle Competitor
No,Yes,38.0,3,71.6,19.0,Kaggle Competitor
No,No,0.0,1,45.0,26.0,Kaggle Competitor
No,No,0.0,0,52.0,12.0,Kaggle Competitor
No,No,0.0,3,41.0,20.0,Kaggle Competitor
No,No,0.0,1,53.0,22.0,Kaggle Competitor
No,No,3.0,0,58.7,17.0,Kaggle Competitor
No,Yes,19.0,8,71.9,15.0,Kaggle Competitor
No,Yes,39.0,2,87.9,13.0,Kaggle Competitor
No,No,0.0,2,45.0,15.0,Kaggle Competitor
No,No,0.0,1,58.0,38.0,Kaggle Competitor
No,No,4.0,2,61.6,31.0,Kaggle Competitor
No,No,0.0,1,48.0,27.0,Kaggle Competitor
No,No,2.0,3,51.7,21.0,Kaggle Competitor
No,Yes,30.0,3,80.8,33.0,Kaggle Competitor
No,No,0.0,1,61.0,21.0,Kaggle Competitor
No,No,0.0,1,60.0,16.0,Kaggle Competitor
No,Yes,14.0,1,64.3,5.0,Kaggle Competitor
No,No,0.0,2,58.0,9.0,Kaggle Competitor
No,No,0.0,1,45.0,12.0,Kaggle Competitor
No,No,3.0,2,38.2,40.0,Kaggle Competitor
Yes,No,3.0,1,61.1,16.0,Kaggle Competitor
No,No,0.0,1,53.0,30.0,Kaggle Competitor
No,No,0.0,2,41.0,24.0,Kaggle Competitor
No,No,4.0,2,53.5,31.0,Kaggle Competitor
No,Yes,31.0,2,69.7,25.0,Kaggle Competitor
No,No,0.0,3,51.0,24.0,Kaggle Competitor
No,No,3.0,1,44.9,14.0,Kaggle Competitor
No,No,3.0,2,39.8,37.0,Kaggle Competitor
No,Yes,41.0,2,72.8,21.0,Kaggle Competitor
No,No,0.0,1,34.0,10.0,Kaggle Competitor
No,Yes,43.0,2,89.2,36.0,Kaggle Competitor
No,No,0.0,0,40.0,8.0,Kaggle Competitor
Yes,No,0.0,0,53.0,33.0,Kaggle Competitor
No,No,3.0,3,43.4,45.0,Kaggle Competitor
Yes,No,0.0,1,63.0,19.0,Kaggle Competitor
Yes,No,0.0,4,24.0,32.0,Kaggle Competitor
Yes,Yes,37.0,0,72.1,24.0,Kaggle Competitor
Yes,No,0.0,2,61.0,29.0,Kaggle Competitor
Yes,No,4.0,1,62.1,31.0,Kaggle Competitor
No,No,4.0,2,57.3,23.0,Kaggle Competitor
No,No,0.0,0,29.0,22.0,Kaggle Competitor
Yes,Yes,36.0,4,75.0,27.0,Kaggle Competitor
Yes,No,0.0,5,19.0,26.0,Kaggle Competitor
No,No,0.0,0,51.0,29.0,Kaggle Competitor
No,No,0.0,3,29.0,27.0,Kaggle Competitor
No,Yes,25.0,3,74.5,11.0,Kaggle Competitor
No,No,3.0,0,59.5,19.0,Kaggle Competitor
No,No,2.0,1,48.9,13.0,Kaggle Competitor
No,No,3.0,1,48.6,32.0,Kaggle Competitor
No,Yes,36.0,2,82.7,25.0,Kaggle Competitor
No,No,0.0,1,38.0,13.0,Kaggle Competitor
No,No,0.0,1,39.0,37.0,Kaggle Competitor
No,No,4.0,1,64.3,23.0,Kaggle Competitor
No,No,0.0,1,34.0,25.0,Kaggle Competitor
No,No,3.0,2,30.4,24.0,Kaggle Competitor
Yes,No,4.0,0,55.0,52.0,Kaggle Competitor
No,No,0.0,2,42.0,17.0,Kaggle Competitor
No,No,0.0,0,56.0,20.0,Kaggle Competitor
No,No,0.0,1,52.0,39.0,Kaggle Competitor
No,Yes,28.0,2,70.2,28.0,Kaggle Competitor
No,No,0.0,0,52.0,24.0,Kaggle Competitor
No,Yes,44.0,2,80.5,12.0,Kaggle Competitor
No,Yes,48.0,2,78.0,18.0,Kaggle Competitor
No,No,2.0,2,57.7,31.0,Kaggle Competitor
No,No,0.0,0,48.0,16.0,Kaggle Competitor
No,No,0.0,2,44.0,18.0,Kaggle Competitor
No,No,0.0,0,44.0,9.0,Kaggle Competitor
No,Yes,24.0,1,66.7,37.0,Kaggle Competitor
No,No,4.0,1,37.6,32.0,Kaggle Competitor
No,No,0.0,0,32.0,28.0,Kaggle Competitor
No,Yes,31.0,2,83.7,18.0,Kaggle Competitor
No,No,0.0,0,34.0,22.0,Kaggle Competitor
No,Yes,37.0,1,69.8,24.0,Kaggle Competitor
No,Yes,37.0,0,80.1,17.0,Kaggle Competitor
No,No,0.0,2,42.0,26.0,Kaggle Competitor
No,No,4.0,1,57.2,41.0,Kaggle Competitor
No,No,4.0,1,46.1,13.0,Kaggle Competitor
No,Yes,38.0,1,70.3,29.0,Kaggle Competitor
No,Yes,41.0,1,93.3,28.0,Kaggle Competitor
No,Yes,28.0,1,64.0,8.0,Kaggle Competitor
No,No,0.0,3,38.0,22.0,Kaggle Competitor
No,No,0.0,1,48.0,23.0,Kaggle Competitor
No,No,0.0,2,43.0,24.0,Kaggle Competitor
No,Yes,54.0,2,90.6,34.0,Kaggle Competitor
No,Yes,34.0,0,97.6,28.0,Kaggle Competitor
No,Yes,18.0,1,68.1,21.0,Kaggle Competitor
No,No,0.0,1,36.0,20.0,Kaggle Competitor
No,Yes,43.0,0,94.6,18.0,Kaggle Competitor
No,No,0.0,1,41.0,22.0,Kaggle Competitor
Yes,No,0.0,2,58.0,20.0,Kaggle Competitor
No,No,0.0,1,29.0,20.0,Kaggle Competitor
No,No,0.0,1,50.0,29.0,Kaggle Competitor
No,No,0.0,1,48.0,26.0,Kaggle Competitor
No,No,0.0,1,40.0,17.0,Kaggle Competitor
No,Yes,37.0,1,88.5,17.0,Kaggle Competitor
No,Yes,36.0,2,81.0,21.0,Kaggle Competitor
No,No,0.0,3,38.0,7.0,Kaggle Competitor
Yes,No,0.0,1,71.0,24.0,Kaggle Competitor
No,Yes,20.0,3,51.0,23.0,Kaggle Competitor
No,No,0.0,3,45.0,19.0,Kaggle Competitor
No,Yes,27.0,0,76.1,14.0,Kaggle Competitor
No,No,0.0,2,46.0,36.0,Kaggle Competitor
No,Yes,29.0,2,63.8,19.0,Kaggle Competitor
No,No,0.0,1,50.0,20.0,Kaggle Competitor
No,Yes,15.0,0,59.2,26.0,Kaggle Competitor
Yes,No,0.0,0,72.0,23.0,Kaggle Competitor
No,Yes,28.0,3,82.5,28.0,Kaggle Competitor
No,Yes,37.0,2,67.5,12.0,Kaggle Competitor
No,No,3.0,3,45.4,24.0,Kaggle Competitor
No,No,4.0,1,45.4,17.0,Kaggle Competitor
No,No,0.0,0,54.0,22.0,Kaggle Competitor
No,Yes,42.0,3,74.8,5.0,Kaggle Competitor
No,Yes,45.0,2,93.3,38.0,Kaggle Competitor
No,No,0.0,0,49.0,13.0,Kaggle Competitor
No,No,0.0,4,53.0,24.0,Kaggle Competitor
No,Yes,36.0,0,61.2,19.0,Kaggle Competitor
No,No,3.0,2,52.4,32.0,Kaggle Competitor
No,No,0.0,3,53.0,22.0,Kaggle Competitor
Yes,No,0.0,1,65.0,42.0,Kaggle Competitor
No,No,0.0,2,45.0,17.0,Kaggle Competitor
No,No,0.0,0,46.0,15.0,Kaggle Competitor
No,No,0.0,0,39.0,24.0,Kaggle Competitor
No,Yes,39.0,1,81.1,16.0,Kaggle Competitor
Yes,No,0.0,4,35.0,34.0,Kaggle Competitor
No,Yes,31.0,0,80.9,35.0,Kaggle Competitor
No,Yes,26.0,0,37.3,32.0,Kaggle Competitor
No,No,0.0,1,53.0,27.0,Kaggle Competitor
No,No,0.0,1,48.0,30.0,Kaggle Competitor
No,No,0.0,2,56.0,17.0,Kaggle Competitor
No,Yes,32.0,0,90.5,23.0,Kaggle Competitor
No,No,4.0,1,56.7,34.0,Kaggle Competitor
No,No,0.0,2,48.0,7.0,Kaggle Competitor
No,No,0.0,1,29.0,30.0,Kaggle Competitor
No,No,0.0,2,45.0,35.0,Kaggle Competitor
No,No,2.0,2,57.4,19.0,Kaggle Competitor
No,No,0.0,2,44.0,31.0,Kaggle Competitor
No,No,0.0,0,46.0,26.0,Kaggle Competitor
No,No,0.0,0,49.0,20.0,Kaggle Competitor
No,No,0.0,2,49.0,17.0,Kaggle Competitor
Yes,No,0.0,4,44.0,15.0,Kaggle Competitor
No,Yes,29.0,1,79.0,15.0,Kaggle Competitor
No,No,5.0,2,61.5,17.0,Kaggle Competitor
Yes,No,0.0,6,43.0,27.0,Kaggle Competitor
No,No,2.0,2,44.0,16.0,Kaggle Competitor
No,No,1.0,3,54.1,16.0,Kaggle Competitor
No,No,0.0,1,57.0,12.0,Kaggle Competitor
No,No,0.0,1,25.0,23.0,Kaggle Competitor
No,No,0.0,3,38.0,25.0,Kaggle Competitor
No,No,0.0,1,47.0,29.0,Kaggle Competitor
No,Yes,37.0,3,103.5,22.0,Kaggle Competitor
Yes,No,0.0,0,68.0,40.0,Kaggle Competitor
No,No,4.0,1,50.0,25.0,Kaggle Competitor
No,No,0.0,0,50.0,23.0,Kaggle Competitor
No,No,0.0,0,29.0,30.0,Kaggle Competitor
No,Yes,31.0,1,90.9,21.0,Kaggle Competitor
Yes,No,0.0,1,48.0,15.0,Kaggle Competitor
No,Yes,23.0,1,81.4,41.0,Kaggle Competitor
Yes,No,0.0,1,42.0,21.0,Kaggle Competitor
No,Yes,35.0,1,56.9,19.0,Kaggle Competitor
No,No,0.0,3,43.0,32.0,Kaggle Competitor
No,Yes,35.0,1,66.9,23.0,Kaggle Competitor
No,No,4.0,2,41.0,31.0,Kaggle Competitor
No,No,3.0,2,47.5,26.0,Kaggle Competitor
No,Yes,44.0,0,85.0,30.0,Kaggle Competitor
No,No,4.0,3,61.6,29.0,Kaggle Competitor
No,Yes,29.0,1,79.0,21.0,Kaggle Competitor
Yes,No,1.0,5,42.2,45.0,Kaggle Competitor
No,No,0.0,1,49.0,44.0,Kaggle Competitor
No,Yes,34.0,2,79.6,23.0,Kaggle Competitor
No,Yes,40.0,3,78.2,24.0,Kaggle Competitor
No,No,3.0,2,54.9,20.0,Kaggle Competitor
No,No,0.0,0,48.0,18.0,Kaggle Competitor
No,No,2.0,1,46.6,23.0,Kaggle Competitor
No,Yes,26.0,1,78.9,4.0,Kaggle Competitor
No,Yes,41.0,1,71.3,13.0,Kaggle Competitor
No,No,2.0,2,47.6,19.0,Kaggle Competitor
No,No,0.0,2,49.0,22.0,Kaggle Competitor
No,No,0.0,5,54.0,4.0,Kaggle Competitor
Yes,No,4.0,1,64.4,17.0,Kaggle Competitor
No,No,3.0,0,45.1,21.0,Kaggle Competitor
No,No,0.0,2,38.0,19.0,Kaggle Competitor
No,No,0.0,1,49.0,28.0,Kaggle Competitor
No,No,4.0,1,48.1,15.0,Kaggle Competitor
Yes,No,0.0,0,74.0,19.0,Kaggle Competitor
No,No,0.0,2,49.0,25.0,Kaggle Competitor
No,No,0.0,1,46.0,25.0,Kaggle Competitor
No,Yes,28.0,1,63.0,22.0,Kaggle Competitor
No,Yes,42.0,2,88.8,11.0,Kaggle Competitor
No,No,0.0,2,30.0,26.0,Kaggle Competitor
No,No,3.0,3,39.7,16.0,Kaggle Competitor
No,Yes,40.0,2,91.2,38.0,Kaggle Competitor
No,No,0.0,3,20.0,21.0,Kaggle Competitor
No,No,0.0,3,29.0,23.0,Kaggle Competitor
No,Yes,37.0,1,65.8,21.0,Kaggle Competitor
No,Yes,40.0,1,89.5,40.0,Kaggle Competitor
Yes,No,0.0,2,66.0,22.0,Kaggle Competitor
Yes,No,4.0,1,65.1,18.0,Kaggle Competitor
No,Yes,41.0,1,88.8,28.0,Kaggle Competitor
Yes,No,0.0,7,39.0,23.0,Kaggle Competitor
No,No,0.0,2,51.0,26.0,Kaggle Competitor
No,No,0.0,1,54.0,32.0,Kaggle Competitor
No,No,0.0,1,47.0,30.0,Kaggle Competitor
No,No,0.0,0,49.0,31.0,Kaggle Competitor
No,No,0.0,4,52.0,31.0,Kaggle Competitor
No,Yes,30.0,2,72.4,21.0,Kaggle Competitor
Yes,No,3.0,2,76.9,8.0,Kaggle Competitor
Yes,No,0.0,4,41.0,32.0,Kaggle Competitor
No,Yes,36.0,2,78.0,22.0,Kaggle Competitor
Yes,No,0.0,1,68.0,33.0,Kaggle Competitor
No,Yes,23.0,3,76.4,6.0,Kaggle Competitor
No,No,0.0,1,57.0,12.0,Kaggle Competitor
Yes,No,0.0,5,36.0,12.0,Kaggle Competitor
No,Yes,36.0,4,81.2,21.0,Kaggle Competitor
No,No,0.0,3,55.0,22.0,Kaggle Competitor
No,No,0.0,2,49.0,34.0,Kaggle Competitor
No,Yes,38.0,0,85.6,32.0,Kaggle Competitor
No,No,0.0,4,48.0,23.0,Kaggle Competitor
Yes,No,4.0,5,41.6,17.0,Kaggle Competitor
No,No,0.0,3,44.0,23.0,Kaggle Competitor
No,Yes,43.0,0,74.9,19.0,Kaggle Competitor
No,Yes,30.0,1,71.6,8.0,Kaggle Competitor
No,No,0.0,1,40.0,16.0,Kaggle Competitor
Yes,No,0.0,2,59.0,25.0,Kaggle Competitor
No,No,0.0,2,45.0,23.0,Kaggle Competitor
No,No,3.0,1,45.4,24.0,Kaggle Competitor
No,No,0.0,1,50.0,24.0,Kaggle Competitor
No,No,0.0,1,29.0,19.0,Kaggle Competitor
No,No,5.0,2,53.0,18.0,Kaggle Competitor
No,No,0.0,1,30.0,23.0,Kaggle Competitor
No,No,0.0,2,40.0,23.0,Kaggle Competitor
No,No,0.0,1,41.0,12.0,Kaggle Competitor
No,No,0.0,1,31.0,24.0,Kaggle Competitor
No,Yes,31.0,4,71.7,26.0,Kaggle Competitor
No,Yes,43.0,2,67.2,26.0,Kaggle Competitor
No,No,0.0,2,41.0,37.0,Kaggle Competitor
Yes,No,0.0,0,66.0,16.0,Kaggle Competitor
No,Yes,27.0,3,65.4,22.0,Kaggle Competitor
No,No,0.0,0,45.0,30.0,Kaggle Competitor
No,No,0.0,1,53.0,21.0,Kaggle Competitor
No,No,0.0,0,39.0,27.0,Kaggle Competitor
Yes,No,0.0,1,67.0,26.0,Kaggle Competitor
No,No,0.0,0,42.0,31.0,Kaggle Competitor
No,Yes,16.0,0,64.0,29.0,Kaggle Competitor
Yes,No,0.0,2,72.0,18.0,Kaggle Competitor
No,Yes,30.0,0,74.4,35.0,Kaggle Competitor
No,No,0.0,3,60.0,20.0,Kaggle Competitor
No,No,0.0,1,26.0,18.0,Kaggle Competitor
No,No,0.0,1,67.0,8.0,Kaggle Competitor
No,Yes,25.0,0,83.8,28.0,Kaggle Competitor
No,No,4.0,0,56.3,16.0,Kaggle Competitor
Yes,No,0.0,1,49.0,14.0,Kaggle Competitor
No,No,0.0,1,44.0,28.0,Kaggle Competitor
No,Yes,46.0,1,90.1,16.0,Kaggle Competitor
No,No,0.0,3,42.0,29.0,Kaggle Competitor
Yes,No,0.0,1,34.0,5.0,Kaggle Competitor
No,No,0.0,1,53.0,52.0,Kaggle Competitor
Yes,No,3.0,0,40.1,42.0,Kaggle Competitor
No,No,0.0,2,42.0,14.0,Kaggle Competitor
Yes,No,5.0,2,58.8,12.0,Kaggle Competitor
No,Yes,39.0,1,74.1,18.0,Kaggle Competitor
No,Yes,30.0,1,61.8,27.0,Kaggle Competitor
No,No,0.0,2,46.0,10.0,Kaggle Competitor
No,No,0.0,0,54.0,31.0,Kaggle Competitor
No,Yes,29.0,0,79.0,15.0,Kaggle Competitor
No,No,4.0,2,58.1,15.0,Kaggle Competitor
No,Yes,25.0,1,81.8,29.0,Kaggle Competitor
No,No,0.0,0,46.0,34.0,Kaggle Competitor
No,Yes,37.0,1,83.1,21.0,Kaggle Competitor
Yes,No,0.0,0,64.0,18.0,Kaggle Competitor
Yes,No,0.0,4,42.0,26.0,Kaggle Competitor
No,No,0.0,2,43.0,29.0,Kaggle Competitor
No,Yes,34.0,2,69.4,26.0,Kaggle Competitor
Yes,No,0.0,2,40.0,26.0,Kaggle Competitor
No,No,0.0,2,55.0,26.0,Kaggle Competitor
No,No,0.0,0,46.0,24.0,Kaggle Competitor
No,Yes,41.0,2,69.3,27.0,Kaggle Competitor
No,No,2.0,1,45.9,14.0,Kaggle Competitor
No,Yes,37.0,1,83.1,20.0,Kaggle Competitor
No,No,4.0,1,59.0,5.0,Kaggle Competitor
No,Yes,31.0,0,91.7,33.0,Kaggle Competitor
No,No,0.0,0,49.0,14.0,Kaggle Competitor
Yes,No,0.0,3,63.0,34.0,Kaggle Competitor
No,Yes,37.0,2,64.5,12.0,Kaggle Competitor
No,No,0.0,1,52.0,26.0,Kaggle Competitor
No,No,0.0,1,46.0,16.0,Kaggle Competitor
No,Yes,49.0,1,93.8,46.0,Kaggle Competitor
No,No,0.0,1,52.0,20.0,Kaggle Competitor
No,Yes,35.0,1,66.4,20.0,Kaggle Competitor
Yes,No,0.0,0,46.0,12.0,Kaggle Competitor
No,Yes,26.0,2,63.3,10.0,Kaggle Competitor
No,No,0.0,0,40.0,27.0,Kaggle Competitor
No,Yes,25.0,1,76.1,34.0,Kaggle Competitor
No,Yes,40.0,1,79.2,14.0,Kaggle Competitor
No,No,0.0,0,45.0,31.0,Kaggle Competitor
No,No,0.0,2,51.0,29.0,Kaggle Competitor
No,No,0.0,1,42.0,17.0,Kaggle Competitor
No,No,2.0,0,41.8,30.0,Kaggle Competitor
No,No,0.0,1,51.0,22.0,Kaggle Competitor
Yes,No,0.0,1,68.0,12.0,Kaggle Competitor
No,Yes,49.0,1,92.0,37.0,Kaggle Competitor
No,No,3.0,1,39.4,18.0,Kaggle Competitor
No,Yes,33.0,0,69.5,21.0,Kaggle Competitor
No,No,0.0,1,56.0,14.0,Kaggle Competitor
No,No,4.0,1,45.2,30.0,Kaggle Competitor
No,No,0.0,0,60.0,5.0,Kaggle Competitor
No,No,3.0,2,49.3,21.0,Kaggle Competitor
No,Yes,45.0,5,100.3,34.0,Kaggle Competitor
No,No,0.0,1,52.0,23.0,Kaggle Competitor
Yes,No,0.0,0,46.0,29.0,Kaggle Competitor
No,No,3.0,3,58.7,14.0,Kaggle Competitor
No,No,0.0,0,52.0,25.0,Kaggle Competitor
No,No,0.0,3,51.0,25.0,Kaggle Competitor
No,No,0.0,3,58.0,19.0,Kaggle Competitor
No,No,5.0,1,49.2,27.0,Kaggle Competitor
No,No,0.0,0,54.0,29.0,Kaggle Competitor
No,No,0.0,3,38.0,26.0,Kaggle Competitor
No,No,2.0,1,70.0,36.0,Kaggle Competitor
No,No,2.0,0,48.5,20.0,Kaggle Competitor
No,No,0.0,0,53.0,17.0,Kaggle Competitor
No,Yes,31.0,0,75.7,23.0,Kaggle Competitor
No,No,0.0,2,50.0,12.0,Kaggle Competitor
No,No,0.0,2,41.0,27.0,Kaggle Competitor
No,No,0.0,3,40.0,18.0,Kaggle Competitor
No,Yes,14.0,0,63.9,27.0,Kaggle Competitor
No,No,0.0,1,35.0,13.0,Kaggle Competitor
No,Yes,50.0,1,108.6,28.0,Kaggle Competitor
No,No,0.0,2,45.0,29.0,Kaggle Competitor
No,Yes,38.0,2,86.9,27.0,Kaggle Competitor
No,Yes,49.0,1,92.5,32.0,Kaggle Competitor
No,No,0.0,3,57.0,28.0,Kaggle Competitor
No,No,0.0,3,48.0,23.0,Kaggle Competitor
No,No,0.0,2,44.0,22.0,Kaggle Competitor
No,No,0.0,2,44.0,23.0,Kaggle Competitor
No,Yes,34.0,1,82.6,20.0,Kaggle Competitor
No,No,3.0,1,68.1,12.0,Kaggle Competitor
No,Yes,37.0,7,79.5,21.0,Kaggle Competitor
No,No,0.0,1,52.0,16.0,Kaggle Competitor
No,No,0.0,2,59.0,16.0,Kaggle Competitor
No,Yes,46.0,0,90.3,32.0,Kaggle Competitor
No,Yes,26.0,4,68.6,32.0,Kaggle Competitor
No,Yes,31.0,0,79.2,26.0,Kaggle Competitor
Yes,No,0.0,1,35.0,27.0,Kaggle Competitor
No,Yes,26.0,1,73.9,0.0,Kaggle Competitor
No,No,0.0,1,46.0,16.0,Kaggle Competitor
No,Yes,23.0,2,67.2,20.0,Kaggle Competitor
No,Yes,17.0,2,57.3,12.0,Kaggle Competitor
Yes,No,5.0,0,69.0,22.0,Kaggle Competitor
No,No,0.0,2,44.0,24.0,Kaggle Competitor
Yes,Yes,37.0,4,75.1,18.0,Kaggle Competitor
Yes,No,0.0,2,52.0,18.0,Kaggle Competitor
No,Yes,37.0,1,77.1,28.0,Kaggle Competitor
No,Yes,41.0,2,76.8,12.0,Kaggle Competitor
No,No,0.0,2,39.0,34.0,Kaggle Competitor
Yes,No,0.0,2,63.0,27.0,Kaggle Competitor
Yes,Yes,30.0,1,75.1,37.0,Kaggle Competitor
Yes,No,0.0,5,45.0,20.0,Kaggle Competitor
No,Yes,47.0,1,78.2,23.0,Kaggle Competitor
No,No,0.0,0,51.0,40.0,Kaggle Competitor
No,No,0.0,1,49.0,18.0,Kaggle Competitor
No,No,0.0,2,31.0,15.0,Kaggle Competitor
No,No,0.0,1,55.0,20.0,Kaggle Competitor
Yes,No,0.0,1,63.0,25.0,Kaggle Competitor
No,No,0.0,0,65.0,31.0,Kaggle Competitor
No,No,0.0,0,51.0,27.0,Kaggle Competitor
No,No,4.0,0,63.6,14.0,Kaggle Competitor
Yes,Yes,25.0,0,59.8,27.0,Kaggle Competitor
Yes,No,0.0,0,65.0,31.0,Kaggle Competitor
No,No,0.0,1,53.0,22.0,Kaggle Competitor
No,No,5.0,0,60.1,16.0,Kaggle Competitor
Yes,No,0.0,7,42.0,34.0,Kaggle Competitor
Yes,No,0.0,2,36.0,27.0,Kaggle Competitor
No,Yes,32.0,0,72.5,33.0,Kaggle Competitor
No,No,0.0,3,55.0,28.0,Kaggle Competitor
Yes,No,0.0,1,64.0,23.0,Kaggle Competitor
No,No,4.0,0,55.5,10.0,Kaggle Competitor
No,No,0.0,0,51.0,16.0,Kaggle Competitor
No,No,0.0,2,35.0,3.0,Kaggle Competitor
No,Yes,39.0,1,85.4,25.0,Kaggle Competitor
No,No,0.0,2,48.0,15.0,Kaggle Competitor
No,No,3.0,1,47.8,23.0,Kaggle Competitor
No,No,0.0,1,45.0,11.0,Kaggle Competitor
No,No,0.0,1,52.0,13.0,Kaggle Competitor
Yes,No,0.0,1,70.0,9.0,Kaggle Competitor
No,No,0.0,2,39.0,21.0,Kaggle Competitor
Yes,No,2.0,4,42.6,13.0,Kaggle Competitor
Yes,No,0.0,0,67.0,17.0,Kaggle Competitor
No,Yes,42.0,2,88.8,30.0,Kaggle Competitor
No,Yes,36.0,1,72.0,32.0,Kaggle Competitor
No,Yes,40.0,2,74.2,12.0,Kaggle Competitor
No,No,2.0,1,61.6,6.0,Kaggle Competitor
No,No,3.0,3,36.1,52.0,Kaggle Competitor
Yes,Yes,48.0,0,75.7,24.0,Kaggle Competitor
No,No,0.0,2,57.0,27.0,Kaggle Competitor
Yes,No,0.0,1,38.0,21.0,Kaggle Competitor
No,No,0.0,4,58.0,31.0,Kaggle Competitor
No,No,0.0,3,47.0,34.0,Kaggle Competitor
Yes,No,0.0,0,54.0,34.0,Kaggle Competitor
Yes,No,0.0,2,65.0,16.0,Kaggle Competitor
No,No,5.0,3,39.1,16.0,Kaggle Competitor
No,Yes,33.0,0,75.3,20.0,Kaggle Competitor
No,No,0.0,1,47.0,30.0,Kaggle Competitor
No,Yes,42.0,1,89.8,20.0,Kaggle Competitor
Yes,No,0.0,2,63.0,37.0,Kaggle Competitor
No,Yes,35.0,1,61.2,31.0,Kaggle Competitor
No,No,0.0,1,57.0,26.0,Kaggle Competitor
No,No,0.0,1,53.0,30.0,Kaggle Competitor
No,No,0.0,1,53.0,20.0,Kaggle Competitor
Yes,Yes,45.0,1,86.8,21.0,Kaggle Competitor
Yes,Yes,47.0,4,85.2,40.0,Kaggle Competitor
No,No,0.0,2,47.0,14.0,Kaggle Competitor
No,Yes,35.0,1,64.4,21.0,Kaggle Competitor
No,Yes,32.0,2,79.5,20.0,Kaggle Competitor
No,Yes,42.0,2,61.6,20.0,Kaggle Competitor
No,Yes,39.0,0,91.7,45.0,Kaggle Competitor
No,No,0.0,0,32.0,42.0,Kaggle Competitor
No,No,0.0,4,51.0,27.0,Kaggle Competitor
Yes,No,0.0,8,40.0,24.0,Kaggle Competitor
No,No,3.0,2,47.8,15.0,Kaggle Competitor
No,Yes,32.0,3,64.7,14.0,Kaggle Competitor
No,No,0.0,1,53.0,40.0,Kaggle Competitor
No,No,0.0,1,42.0,17.0,Kaggle Competitor
No,No,0.0,2,43.0,26.0,Kaggle Competitor
No,No,0.0,1,48.0,41.0,Kaggle Competitor
Yes,No,0.0,6,31.0,23.0,Kaggle Competitor
No,No,4.0,1,56.5,15.0,Kaggle Competitor
No,No,0.0,3,35.0,31.0,Kaggle Competitor
No,No,3.0,4,57.3,16.0,Kaggle Competitor
No,No,0.0,1,55.0,31.0,Kaggle Competitor
No,No,0.0,1,47.0,29.0,Kaggle Competitor
No,No,3.0,2,52.6,19.0,Kaggle Competitor
No,No,0.0,2,44.0,9.0,Kaggle Competitor
No,No,0.0,3,40.0,25.0,Kaggle Competitor
No,No,0.0,1,41.0,23.0,Kaggle Competitor
No,No,0.0,0,44.0,16.0,Kaggle Competitor
No,No,0.0,1,43.0,33.0,Kaggle Competitor
