Churn,Techie,TechSupport,StreamingTV,StreamingMovies,Phone,Multiple,Tablet,DeviceProtection,OnlineSecurity,OnlineBackup,PaperlessBilling,Bandwidth_GB_Year
0,0,1,0,1,0,0,0,0,1,1,0,6293.093113
1,1,0,1,1,1,0,1,0,0,0,1,4779.956484
1,0,0,1,1,1,1,0,0,0,1,0,5277.646823
0,0,0,0,1,0,0,1,1,1,1,1,5694.262968
0,0,1,0,1,1,0,0,0,0,1,1,6101.712749
0,0,1,1,1,1,1,1,1,0,0,0,5815.707647
0,0,0,0,0,1,0,0,1,0,1,1,4835.295615
0,0,0,0,1,1,0,0,1,0,1,1,5765.925076
0,0,0,1,0,1,0,1,0,0,1,1,5738.328374
0,0,1,0,0,1,0,1,0,0,1,0,5794.589213
0,0,0,1,0,1,1,0,0,0,0,1,6066.547252
0,1,0,1,1,0,0,0,0,0,0,1,5104.889837
0,0,0,0,1,1,1,0,0,0,0,1,5820.087969
0,0,1,0,1,1,1,0,1,0,1,1,6277.222751
0,0,1,1,0,0,0,0,0,0,1,0,6420.370535
0,0,0,1,0,1,1,0,0,0,0,0,5092.536093
0,0,1,1,1,1,0,0,1,1,0,1,6217.645459
0,1,1,1,1,1,0,0,0,0,0,1,5659.896824
0,0,1,0,1,1,1,0,0,0,0,0,6376.192688
0,0,0,1,0,1,1,0,0,0,0,1,6034.619881
1,0,0,1,1,1,1,0,1,1,1,0,4563.265438
0,0,0,0,0,1,1,0,1,0,0,0,6360.392801
0,0,0,0,1,1,0,1,1,1,1,1,5545.726878
0,0,1,0,1,1,1,0,1,1,0,0,5447.179024
0,1,0,0,1,1,0,0,0,1,0,0,6100.344382
0,1,0,1,1,1,1,0,0,1,0,0,6069.414411
0,0,1,1,0,1,1,0,1,0,0,1,6387.155472
0,1,1,1,0,1,1,0,1,1,1,1,6084.157683
0,0,0,0,0,1,0,1,0,0,0,1,4224.557626
0,1,0,0,0,1,1,0,0,0,1,0,6530.78052
0,0,0,0,0,1,1,1,0,0,0,1,4212.149496
1,0,0,1,1,1,1,0,1,1,0,1,6467.932969
0,0,0,0,0,1,0,0,0,1,0,1,5649.203405
0,0,0,1,0,1,1,1,1,0,0,1,6200.072737
0,0,0,0,1,1,0,0,0,0,1,1,5964.070556
0,1,0,0,1,1,0,0,0,1,1,1,5406.926303
0,0,0,0,1,1,1,0,1,0,1,0,4342.047465
0,0,0,1,1,1,0,0,0,1,1,1,5771.07207
0,1,0,0,1,1,0,0,1,0,1,1,5934.141788
0,0,1,0,1,1,1,0,1,1,0,1,5141.883254
0,0,0,0,0,1,0,0,1,0,1,1,5334.884836
1,1,0,1,0,0,1,0,0,1,0,1,4787.709945
0,0,1,1,0,1,0,0,0,0,1,1,5663.049118
0,1,0,1,1,1,1,0,1,0,0,0,5591.052659
0,0,1,1,0,1,0,0,1,0,0,1,5161.466055
0,1,1,0,0,1,0,0,0,0,0,0,4504.376908
1,0,1,1,1,1,0,1,1,0,0,0,4458.846728
0,0,1,0,1,1,1,1,1,1,1,0,5814.585969
0,0,1,0,0,0,0,1,1,0,0,1,3810.881389
0,0,0,0,0,1,0,0,0,0,0,1,3095.105954
0,0,0,0,1,1,1,0,0,1,0,1,5823.6249
0,0,1,0,0,1,0,1,0,1,0,0,4170.086495
0,0,1,0,1,0,1,1,0,0,1,1,5227.515273
0,0,1,0,1,1,1,0,0,0,1,1,6309.319991
0,0,1,0,1,1,0,0,1,0,0,1,3741.804448
0,0,1,1,0,1,0,1,0,1,0,0,5964.374183
0,0,0,0,0,1,1,0,0,1,1,0,5880.876863
0,0,0,1,0,1,1,0,0,0,0,1,5101.031717
0,0,0,0,0,1,0,0,0,0,0,1,5712.520809
0,0,1,0,0,0,0,1,0,0,1,1,5244.15561
0,0,0,0,1,1,0,1,1,1,1,0,5889.077769
0,0,0,0,0,1,0,0,0,1,1,1,5581.345203
0,0,0,1,1,1,1,0,0,1,0,0,4833.292191
0,0,1,0,1,1,1,0,0,1,0,0,4798.910859
0,0,1,1,0,1,1,0,0,1,1,1,5878.968323
0,1,0,1,1,1,0,1,0,0,0,1,6230.543177
0,0,0,1,1,1,1,0,1,0,0,0,6555.679518
0,0,0,0,1,1,0,0,1,1,1,1,4354.210928
0,0,0,0,0,1,0,0,0,0,1,1,4114.665387
0,0,0,0,0,1,1,0,0,0,1,1,5873.629847
0,0,0,1,1,1,1,0,1,1,1,0,6771.922364
0,0,0,1,1,1,1,0,1,0,1,0,5429.870356
0,0,0,1,1,1,1,1,1,0,0,1,6130.335448
0,0,0,1,1,1,0,0,1,0,0,0,5975.229801
0,0,1,1,1,0,1,0,0,0,0,1,5305.10923
0,0,0,0,0,1,1,0,0,0,0,1,5319.79287
0,0,0,0,0,1,1,0,0,0,1,1,5019.79687
0,0,0,0,1,1,1,0,0,0,1,0,5614.068087
0,0,0,0,1,0,0,1,1,0,1,1,6683.352536
0,1,0,0,1,1,0,0,1,0,1,1,5155.773559
0,1,1,0,0,1,0,0,0,0,0,1,4014.850907
0,0,0,1,0,1,1,1,0,0,1,0,6445.40917
0,0,0,0,1,1,0,0,1,0,0,1,5885.871902
0,0,1,0,1,1,0,1,0,0,0,1,5900.606745
0,0,0,0,1,1,0,1,0,0,0,1,4393.579424
0,0,1,0,1,1,1,0,1,0,0,0,6066.79912
0,0,1,0,0,1,1,0,0,0,1,1,5654.807301
0,1,0,0,1,1,0,0,1,0,0,0,5977.627047
1,0,1,1,0,1,1,1,0,0,0,0,5413.975477
0,1,0,1,0,1,0,1,0,0,0,0,5990.24437
0,0,0,0,1,1,0,0,0,1,1,1,5842.329497
0,0,0,1,0,1,0,0,0,0,1,0,4539.697433
0,0,1,1,1,1,1,0,0,1,0,1,4048.983361
0,1,0,1,1,1,1,1,0,0,0,0,5748.819173
0,0,0,0,0,1,0,0,0,0,1,0,5720.467652
0,0,1,0,1,1,1,0,1,0,1,0,5648.31533
0,0,0,0,1,1,0,0,1,0,1,1,4447.513551
0,0,1,0,0,1,0,1,0,0,1,1,5932.432985
0,0,1,0,0,0,1,1,0,0,0,1,5973.523544
0,0,0,0,1,1,1,0,0,0,0,0,5671.161211
0,0,1,0,0,1,0,0,0,0,1,0,5643.207448
0,0,1,0,1,1,0,0,1,1,0,0,5422.029613
1,0,1,1,1,0,1,0,1,0,0,1,5546.415428
0,0,0,1,1,1,0,0,0,0,1,1,5298.247055
0,0,0,0,0,1,1,0,0,1,1,0,5386.675909
0,0,0,0,1,0,1,0,1,1,1,0,6182.792584
0,0,0,0,0,1,1,0,0,1,1,0,5260.956377
0,0,0,0,0,1,0,0,0,1,0,1,5593.200037
0,0,0,0,1,1,0,0,1,0,1,1,6135.9085
0,1,0,0,1,1,0,1,1,0,1,1,5569.125917
0,0,1,0,1,1,1,1,0,1,1,1,4286.838179
0,0,0,1,0,1,1,0,1,1,1,1,5777.625223
0,0,0,1,0,1,0,0,0,1,0,0,6127.202373
0,0,1,0,1,1,0,0,0,0,1,1,5312.34805
0,0,0,0,1,1,1,0,1,0,0,0,5200.58921
0,0,0,0,0,1,1,0,0,1,1,0,6129.316509
0,0,0,0,0,1,1,0,0,0,0,0,4088.428701
0,0,1,1,1,1,0,0,1,1,1,0,5608.519136
0,1,0,0,0,0,0,0,1,0,1,1,6835.30081
0,0,1,1,0,1,0,0,1,0,0,1,4159.078651
0,0,0,1,1,1,0,0,1,0,0,0,5417.413606
0,0,1,1,1,1,1,0,1,0,1,0,4953.439647
1,0,0,1,1,0,1,0,0,1,0,1,4054.139668
0,0,0,0,0,1,0,0,0,1,1,0,5340.455949
0,1,0,1,1,1,0,1,0,0,1,0,4023.11996
0,0,0,0,1,0,1,0,1,0,1,1,4276.019791
0,0,0,0,1,1,1,0,1,0,1,1,6207.390421
0,0,0,1,0,1,0,0,1,0,1,0,5291.533225
0,0,0,1,1,1,1,1,1,0,0,0,5385.294842
0,1,1,1,1,1,0,0,1,1,0,1,6547.536791
0,0,1,0,1,1,0,0,1,0,1,1,6337.761157
0,0,1,1,0,0,1,0,0,1,1,0,6026.66605
1,0,0,1,1,1,1,1,0,1,1,0,4967.376182
0,0,0,0,0,1,0,0,0,0,0,1,4324.605332
0,0,1,1,0,1,1,0,0,1,1,1,6092.611808
0,0,1,0,1,1,0,0,1,1,1,0,6678.820787
0,0,1,1,0,0,0,0,1,1,0,0,6686.415286
0,0,1,1,1,1,1,1,0,0,0,1,5652.464417
0,0,1,0,0,1,1,0,1,1,1,1,4844.197414
0,0,0,0,1,1,0,0,1,0,1,0,4271.125651
0,0,0,1,0,1,0,1,1,0,0,1,4129.318617
0,0,0,1,0,1,1,0,0,0,1,0,5630.09035
0,0,0,1,1,1,0,1,0,0,0,0,6806.914428
0,1,0,0,0,1,1,1,1,0,0,1,4491.178233
0,0,0,0,1,0,0,0,1,0,1,0,6018.467281
0,0,0,0,1,1,0,1,0,1,1,1,6130.458297
0,0,0,1,1,1,1,1,0,0,0,1,6260.19195
0,0,1,1,1,1,1,0,1,0,0,0,6916.234923
0,0,1,1,0,0,0,0,1,0,1,0,4715.545669
0,0,0,0,0,1,0,0,1,0,0,1,6258.956902
0,0,0,1,1,1,0,0,1,0,0,1,6509.69336
0,0,0,0,1,1,1,0,1,1,0,1,3850.583581
0,0,0,1,1,1,0,0,0,0,1,1,5130.234856
0,0,0,0,1,1,0,0,0,1,1,0,5181.079994
0,0,0,1,0,1,1,1,1,0,1,1,4563.3631
0,1,1,1,0,1,0,1,1,1,1,1,4620.120318
0,0,1,1,0,1,1,0,0,1,0,0,4300.053916
0,0,0,1,1,1,0,0,0,0,1,1,5495.763652
0,0,0,1,1,1,1,0,1,0,1,0,6699.368513
0,0,1,0,0,1,1,0,0,0,1,1,5233.297186
0,0,1,0,1,1,0,0,1,0,0,1,4744.535154
0,0,1,0,0,1,0,0,0,1,0,1,5753.259075
0,0,1,1,1,1,1,0,0,1,0,1,6821.289567
0,0,0,1,0,1,1,0,1,0,1,1,6139.348089
0,0,1,1,0,1,1,0,1,1,1,1,5338.376401
0,1,1,1,0,0,0,0,0,0,1,0,4553.52168
0,0,1,0,1,1,0,1,1,0,1,1,5766.226735
1,0,0,1,1,1,1,0,1,0,0,0,5918.076763
0,0,0,0,1,1,0,0,0,1,1,1,6256.189224
0,0,0,0,0,1,1,1,1,0,1,1,6531.657744
0,0,0,0,1,1,0,1,1,0,1,0,4745.40142
0,0,0,1,0,1,1,0,1,0,0,0,6166.262519
0,0,1,1,0,1,0,0,1,1,0,1,5722.756561
0,0,0,0,0,1,1,0,0,1,1,1,4401.494135
0,0,0,0,1,1,0,0,0,0,0,0,5662.202015
0,0,1,0,0,1,0,0,0,0,0,1,4626.563441
0,1,1,0,0,0,0,0,1,0,0,1,6244.295389
0,0,0,0,0,1,0,0,0,0,1,1,3281.794165
0,0,0,1,0,1,1,0,0,0,0,1,6342.815783
0,0,0,0,0,1,1,0,1,0,0,1,6083.031895
0,0,1,0,1,0,0,1,0,0,0,0,4524.487668
0,0,0,0,0,1,0,0,0,0,0,1,5797.577084
0,0,0,1,1,1,0,1,1,1,1,0,5980.394774
0,0,0,0,1,1,1,0,1,0,0,0,4791.676231
0,1,0,0,1,1,1,0,1,1,1,0,5127.332044
0,0,1,1,0,1,1,1,1,1,0,0,5759.875218
0,0,1,0,1,1,1,1,0,0,0,1,6568.314412
0,1,0,1,1,1,0,1,1,1,0,0,5866.269219
0,0,1,1,0,1,0,0,0,0,0,0,4321.775833
0,1,1,1,1,1,1,1,0,0,0,1,4917.704271
0,0,1,1,1,1,0,0,0,0,1,1,6410.875978
0,0,0,0,1,1,1,1,0,1,0,0,5104.379413
0,0,0,1,1,1,0,0,1,0,1,1,6944.850526
0,0,0,1,0,1,1,1,0,1,0,0,6553.155711
0,0,0,0,1,1,1,1,1,0,1,1,3990.635991
0,0,1,1,0,1,1,1,1,1,1,1,4791.332346
0,0,0,1,0,1,1,0,0,1,0,1,5748.631133
0,0,0,1,1,1,0,0,0,1,0,0,4471.005057
0,0,0,0,1,1,1,1,0,1,0,1,5510.771354
0,1,1,1,0,0,0,0,0,0,0,0,5917.079917
0,0,0,0,0,1,0,0,1,0,0,1,5143.298984
0,1,1,0,1,0,1,1,0,0,0,1,5792.097707
0,0,0,1,0,1,0,1,0,1,1,0,5499.615826
0,0,1,0,0,1,1,1,1,1,0,1,4893.437646
0,0,0,1,0,1,1,0,1,0,0,1,6608.716989
0,0,0,0,0,1,1,0,1,0,0,1,5930.301451
0,0,1,0,1,1,0,1,1,1,1,1,5600.149879
0,0,0,0,0,0,1,0,1,0,1,1,6273.577349
0,0,0,1,1,1,1,1,0,1,1,0,6469.578976
0,0,1,1,1,1,0,0,0,0,1,0,6877.221038
0,0,0,1,0,1,0,1,1,1,0,1,5939.670076
0,0,1,1,0,1,0,0,0,1,1,1,5474.791065
0,0,1,0,1,1,0,1,0,1,1,1,5403.227013
0,0,1,0,0,1,0,0,0,0,1,0,6103.615106
0,1,0,1,1,0,0,1,0,0,1,1,6028.793302
0,0,0,0,0,1,0,0,1,0,1,0,5401.717861
0,0,0,1,0,1,1,0,1,1,0,0,5932.680002
0,0,1,1,1,1,1,0,1,0,1,1,6315.89486
0,0,0,1,0,1,0,1,0,0,1,0,4446.381359
0,0,1,1,1,1,0,0,1,1,1,1,5898.163738
0,0,0,0,1,1,0,0,1,0,0,0,5422.994493
0,0,1,0,1,1,0,0,0,0,0,0,4528.256454
0,1,1,1,1,1,0,1,1,1,1,0,6104.448181
0,0,1,0,1,1,0,0,0,1,0,0,4662.416793
0,0,1,1,1,1,1,0,0,0,1,0,5158.501952
0,0,1,1,0,1,1,0,0,0,1,1,5533.878378
0,1,1,1,0,0,1,1,1,0,0,0,5688.321792
0,0,0,0,0,1,1,0,0,0,1,0,5716.118122
0,0,0,0,0,1,1,0,0,0,1,0,4002.030513
1,0,0,1,1,0,0,0,1,0,1,1,5772.05845
0,0,1,1,0,1,0,0,0,0,0,1,4571.667787
1,0,0,1,1,1,1,1,1,1,1,1,6325.364407
0,1,1,0,0,1,0,0,0,0,0,1,4737.057384
0,0,1,1,1,1,1,1,1,0,1,1,6368.713686
0,0,0,1,0,1,1,0,0,1,0,0,6037.703682
0,0,0,0,1,1,0,0,1,0,0,1,5743.678257
0,1,0,0,0,1,1,0,1,0,0,1,6001.002897
0,0,1,1,0,1,0,1,1,0,0,0,6317.450344
1,0,1,1,1,1,1,1,0,0,1,0,3570.28345
0,0,0,0,0,1,1,0,0,0,0,0,3971.648787
0,0,0,1,0,1,1,0,0,1,0,0,5577.591754
0,0,0,1,0,1,1,0,1,0,1,1,3735.933485
0,0,0,1,1,1,0,0,1,0,0,0,4783.40882
0,0,1,0,0,1,1,0,1,0,0,1,6167.49975
0,1,0,0,0,1,1,0,0,1,0,1,4103.113939
0,0,0,1,0,1,0,0,0,0,0,1,6309.777908
0,0,0,1,0,1,0,0,1,0,0,1,5467.127682
0,0,1,1,0,1,1,1,1,1,0,1,6195.809016
0,1,0,0,0,1,1,0,0,0,0,0,5667.006419
0,0,0,1,1,1,1,0,1,1,1,0,6959.755373
0,0,0,0,0,1,1,1,0,0,0,1,3623.079115
0,1,0,1,0,1,0,0,0,1,0,0,4355.520561
0,0,0,1,1,0,0,1,1,1,1,1,6089.067076
0,0,1,0,0,1,0,0,0,0,1,1,3838.72543
0,0,1,0,1,1,0,0,0,1,0,1,6123.146207
0,0,0,1,1,0,0,1,1,1,0,1,6018.341413
0,0,0,0,0,1,0,0,0,0,1,0,5869.863059
0,1,1,0,1,1,1,0,0,0,0,1,5534.707356
0,0,1,0,0,1,1,0,1,0,1,0,5385.46775
0,0,0,0,0,1,1,0,1,0,0,1,5760.474223
0,1,1,0,1,1,0,0,0,1,0,1,5278.98567
0,0,0,0,0,1,0,0,0,0,1,1,3515.623391
0,0,0,0,0,1,0,0,0,0,0,1,5802.742727
0,0,0,0,0,1,1,0,0,0,0,1,4429.96209
0,0,0,1,0,1,0,0,0,0,0,1,4493.014399
1,0,0,1,1,1,1,0,0,0,1,1,5360.147757
0,0,1,0,1,1,1,0,1,1,0,0,5095.801843
0,0,1,0,0,1,0,1,0,0,1,0,4702.945848
0,0,1,1,0,1,0,0,1,1,1,1,5048.669549
0,1,0,0,0,1,0,0,1,0,1,0,5964.710238
0,0,0,1,1,0,1,0,0,0,1,0,6078.515237
0,0,0,0,1,1,0,0,1,1,0,1,5640.896253
0,0,0,1,0,1,0,1,0,0,1,1,4977.28191
0,0,1,0,1,1,1,1,1,0,0,1,6101.208542
0,1,0,1,0,1,1,0,0,0,0,1,6228.700498
0,0,0,0,0,1,0,0,0,0,1,1,5711.519767
0,0,0,1,0,1,0,0,0,0,1,1,5756.842503
0,0,1,0,1,1,0,0,1,1,1,1,5783.315378
0,0,1,1,1,1,1,0,0,0,1,1,6237.31669
0,0,1,1,1,0,0,0,0,0,0,0,6099.425081
0,0,1,0,1,1,0,0,0,0,0,1,5765.098354
0,1,1,0,0,1,1,0,0,0,0,0,4843.560902
0,0,0,1,0,1,1,0,0,0,1,1,5246.886102
0,0,0,0,1,1,1,1,0,0,0,0,6093.076557
1,1,0,1,1,1,1,0,1,0,1,1,7081.306842
0,0,1,0,1,1,0,0,0,0,0,1,5806.10196
0,0,0,1,0,1,1,0,1,1,1,1,6309.305361
0,0,0,1,0,1,0,0,0,0,1,1,4797.290998
0,0,0,0,0,1,0,1,1,1,0,0,5979.37126
1,0,0,1,0,1,1,0,1,1,1,1,4042.115496
0,0,1,1,0,1,1,0,1,0,1,1,5544.621469
0,0,0,0,0,1,0,0,0,1,1,0,4865.052135
0,0,0,1,1,1,0,0,1,1,0,1,4666.085107
0,0,1,0,1,1,1,1,1,0,1,1,6238.598854
0,1,1,0,1,1,0,0,1,0,0,0,5599.71353
0,0,0,0,1,1,1,1,0,1,0,0,6463.857008
1,0,0,1,1,1,1,0,1,0,1,1,4546.718887
0,1,1,0,1,1,0,1,0,0,0,0,5805.877345
0,0,0,1,1,1,0,0,1,0,1,1,5841.624759
0,0,1,0,1,1,1,0,1,0,1,1,4240.153662
0,1,0,1,1,1,1,0,1,1,0,1,6522.842043
1,0,0,1,1,1,1,0,1,0,1,0,5700.115786
0,0,1,1,0,0,1,1,0,0,1,1,6314.533192
0,0,0,0,1,1,0,0,0,1,0,0,6044.025399
0,0,0,0,1,0,0,0,0,1,0,0,5264.734623
0,0,0,0,0,1,1,1,1,1,0,1,5456.214913
0,0,0,1,0,0,0,0,0,1,0,0,6036.967859
0,0,1,0,0,1,0,0,0,0,0,1,4930.445331
0,0,1,1,1,1,0,0,1,0,1,1,6174.944351
0,0,1,0,1,1,0,0,0,0,1,1,4577.776917
0,0,1,0,0,1,0,0,0,0,1,0,5943.959339
0,1,1,0,0,1,1,0,0,1,0,0,5559.691145
0,1,0,0,1,1,0,0,1,0,0,0,6018.175438
0,0,1,1,0,1,1,0,0,0,0,1,6497.863463
0,0,1,1,0,1,0,1,0,0,0,0,5537.702266
0,0,1,1,0,1,0,0,0,0,1,1,5797.443843
1,0,0,1,1,1,1,0,1,0,1,1,5050.700652
0,0,1,1,0,1,0,0,1,0,1,0,5888.45156
0,0,0,0,0,1,1,0,0,1,1,1,3862.289881
0,0,0,0,0,1,1,0,0,0,0,1,4938.967049
0,0,1,0,0,1,0,0,0,0,1,1,4637.682474
0,1,1,0,1,1,0,0,1,1,1,1,6205.183353
0,0,0,1,1,1,0,1,0,0,1,0,5629.088178
0,0,1,0,1,1,1,0,0,1,1,0,4863.296508
0,0,1,0,0,1,0,0,0,0,1,1,4599.967755
0,0,0,1,1,1,1,0,0,0,1,1,4943.594438
0,0,1,1,1,1,1,0,0,1,0,0,5989.347785
0,0,0,1,0,1,0,1,1,1,1,1,5185.231247
0,1,0,1,1,1,1,1,0,0,0,1,6235.697033
0,0,1,0,1,1,0,0,0,1,1,0,5868.506672
0,0,1,1,0,1,1,0,0,1,1,0,6335.435305
0,0,1,1,0,1,1,0,0,0,0,1,6472.088412
0,1,0,1,0,1,1,0,0,0,1,0,6761.913319
0,0,1,1,1,1,0,0,0,0,0,1,6095.950269
0,0,0,1,1,1,1,0,0,0,1,1,6751.757527
0,0,1,0,0,1,0,0,1,0,1,0,5283.145343
0,0,1,0,0,1,0,0,0,0,0,0,6215.161258
0,0,1,0,1,1,0,0,0,0,0,0,5954.856404
0,0,1,0,0,1,1,0,0,0,0,0,4303.028243
0,0,1,0,1,1,0,0,0,0,0,1,5433.542284
0,0,0,0,1,1,1,0,1,0,1,1,6206.176515
0,0,0,0,0,0,0,0,0,1,1,0,5716.521753
0,0,0,1,1,1,1,0,0,1,0,1,6254.922893
1,1,1,1,1,1,0,0,0,0,1,0,5174.530815
0,0,0,0,0,1,0,1,1,1,1,1,3701.191181
0,0,0,1,1,1,0,0,0,1,1,1,5673.784205
0,0,0,0,0,1,1,0,0,0,0,0,4880.899279
0,0,0,0,1,1,1,0,1,1,0,0,5580.901602
0,1,1,0,0,1,1,0,0,1,0,0,3794.802552
0,0,0,1,1,1,1,0,0,1,0,0,6594.127635
0,0,0,1,0,1,0,0,0,0,0,0,5272.094696
0,1,0,1,1,1,0,0,0,0,0,0,6386.697896
0,0,0,1,1,1,1,1,1,0,0,1,6369.536182
0,0,0,1,0,1,1,1,1,1,1,0,5351.338273
0,0,1,0,0,1,0,1,1,0,1,1,4968.105348
0,0,1,0,0,1,0,0,1,0,0,1,3964.578207
0,0,0,0,0,1,1,1,0,1,0,1,6165.048793
0,0,0,0,0,1,0,1,0,1,0,1,5329.635404
0,0,0,0,1,1,1,1,1,1,0,0,6292.15687
0,0,0,0,1,1,0,1,0,0,0,0,5372.485557
0,1,0,0,1,1,0,0,0,1,0,1,4831.683083
0,0,0,1,1,1,0,0,1,0,1,1,5100.988534
0,0,0,1,0,1,0,0,0,0,1,1,4727.906301
0,0,1,1,0,1,1,1,0,1,0,0,5218.998099
0,0,0,1,0,1,1,0,1,0,0,0,5697.615578
0,0,0,1,1,1,0,0,1,0,1,1,5978.333259
0,0,1,1,0,1,1,1,0,1,1,0,6364.433854
0,0,0,0,0,1,0,0,0,0,0,1,3840.965627
0,1,0,1,1,1,1,0,1,0,0,0,4463.168123
0,0,0,1,1,1,0,0,1,1,1,0,6051.457992
0,0,0,1,0,1,1,0,1,1,0,1,6717.631884
1,0,0,1,1,1,0,0,1,1,1,1,7084.802797
0,0,0,0,1,1,1,0,1,0,1,1,4093.69412
0,0,0,1,1,1,1,1,0,1,1,1,6710.02165
0,0,1,0,0,1,1,0,1,0,0,1,5396.225434
0,0,0,1,0,1,0,1,1,1,1,1,5858.190319
0,0,0,1,0,1,1,0,0,1,0,0,5870.59778
0,0,0,0,1,1,0,1,0,0,0,1,6042.586728
0,0,0,1,1,1,1,0,0,1,1,1,5438.301299
0,1,0,1,0,1,0,0,1,1,1,0,4539.773339
0,0,0,1,0,1,1,0,0,0,0,1,3419.03694
0,0,0,1,0,1,1,0,1,0,1,0,4853.919295
0,0,0,0,0,1,0,0,0,1,0,0,6359.030108
0,0,1,1,0,1,0,1,0,0,0,0,5197.781383
0,0,1,0,1,1,1,0,0,1,0,0,5916.482428
0,0,1,1,0,1,1,0,1,0,0,1,5932.349473
0,0,1,0,1,1,1,0,0,1,1,1,6364.501793
0,0,1,1,0,1,0,0,1,0,0,1,4254.251624
0,0,0,0,1,1,0,0,0,1,0,1,5156.890432
0,0,0,0,0,1,0,0,0,0,0,0,4782.949918
0,0,1,0,0,1,1,0,1,0,0,1,5645.995697
0,0,1,1,1,0,0,0,0,1,1,0,6406.743794
0,0,0,1,0,1,0,1,1,1,0,0,4941.822921
0,0,0,1,0,1,1,1,0,0,1,1,4941.881988
0,0,0,0,0,1,1,1,0,0,1,1,5688.797995
0,0,0,0,0,1,0,0,1,0,0,0,3650.098328
0,0,0,0,0,1,0,0,0,1,0,0,4462.614161
0,1,0,1,0,1,0,0,0,0,0,1,5748.685143
0,0,1,1,1,1,1,0,0,1,0,1,6523.645236
0,0,0,1,1,1,1,0,0,0,0,1,4868.237911
0,1,1,0,0,1,1,0,1,0,1,0,5581.981954
0,0,0,0,1,1,0,1,1,0,0,0,5161.84319
0,0,1,0,1,1,0,0,1,0,1,1,4021.932527
0,0,1,0,1,1,0,0,1,0,0,1,4622.680672
0,0,0,1,1,1,1,0,1,1,0,0,5605.985814
0,0,1,0,0,1,0,0,1,1,1,0,5172.200731
0,0,0,1,1,0,0,0,1,1,0,1,6489.928767
1,0,0,1,1,1,1,1,0,0,1,1,4549.826317
0,0,1,1,1,1,1,0,1,0,0,0,5300.70659
0,0,0,0,0,1,0,0,0,0,1,1,5548.354455
0,0,1,1,1,1,0,0,1,0,1,0,5985.170527
0,0,1,1,0,1,0,1,0,1,0,1,4849.400123
0,1,0,1,1,1,0,0,0,1,1,0,5390.230602
0,0,0,1,1,1,0,1,1,0,1,0,6857.525674
0,0,1,0,0,1,1,0,0,1,1,1,5012.390451
0,0,1,0,1,1,1,1,1,0,0,0,5741.788806
0,0,0,0,0,1,1,1,1,0,1,0,6056.024801
0,0,0,1,0,0,0,0,0,0,0,1,5590.582279
0,0,0,0,1,1,1,1,0,0,1,1,5755.545082
0,0,1,0,1,1,0,0,1,0,1,0,6538.750068
0,1,1,0,0,1,0,0,1,0,1,0,4609.33258
0,0,1,0,1,0,0,0,0,0,1,1,5946.265703
0,1,0,0,0,1,1,0,1,0,1,0,4893.706015
0,0,0,0,0,1,1,0,1,1,0,0,5176.880863
0,1,1,1,1,1,0,1,0,0,1,1,5494.3717
0,0,1,1,1,1,1,1,0,0,1,1,6484.571924
1,0,0,1,1,1,1,0,1,1,1,1,7015.439922
0,0,1,1,1,1,1,0,1,1,0,0,5943.318759
0,0,1,1,0,1,0,0,0,1,0,0,5305.741074
0,0,0,0,0,1,1,0,0,0,0,1,5393.30138
1,1,1,1,1,1,1,0,1,0,0,0,6646.927545
0,0,0,0,1,1,0,0,0,0,0,1,4165.771029
0,0,0,0,0,1,0,0,1,0,1,0,6082.615608
0,1,0,0,1,1,1,1,0,1,0,1,4979.515394
1,1,0,1,1,1,1,0,1,0,0,0,5558.549267
0,0,0,0,1,1,1,0,0,0,0,1,5126.884955
1,0,0,1,1,1,1,0,1,1,0,0,5455.610895
0,0,0,0,0,1,0,0,1,0,0,1,5950.964541
0,0,0,1,0,1,1,0,0,1,0,0,6193.73618
0,1,1,0,0,1,0,1,1,0,0,1,5140.822313
1,0,1,1,1,1,1,0,1,1,1,0,5599.136827
0,0,1,0,1,1,0,0,0,0,0,1,4567.371412
0,1,1,1,0,1,1,0,0,0,0,1,4906.344686
0,0,1,0,0,1,0,0,0,0,0,1,6343.360731
0,0,0,0,0,1,0,0,1,0,1,1,5030.841405
0,0,1,1,0,1,0,1,0,1,0,1,6061.493639
1,0,0,1,1,0,1,1,1,0,1,0,5171.047626
0,0,0,1,1,1,0,0,0,1,1,0,4927.588244
0,0,0,0,0,1,1,0,0,1,0,1,3713.937564
0,0,0,0,1,1,0,1,0,1,0,1,5308.256406
0,1,0,0,0,1,1,1,0,1,0,1,5316.617176
0,0,0,1,1,1,1,0,1,0,1,0,6212.33447
0,0,0,1,1,1,1,0,1,0,0,1,5672.886971
0,1,1,1,0,1,0,1,0,0,1,1,5060.75166
0,1,1,1,1,1,1,0,0,0,0,1,6298.280809
0,0,0,1,0,1,0,0,1,0,0,1,4263.488866
0,0,1,0,1,1,0,0,0,0,1,1,6055.708509
0,0,0,1,0,1,0,0,1,0,0,1,6184.758563
0,0,0,0,0,1,1,0,1,1,0,1,5506.82644
0,0,0,0,1,1,1,0,0,0,0,0,6076.522348
0,0,1,1,0,1,0,0,1,0,1,1,4688.843781
0,0,0,0,1,1,1,0,0,0,0,1,4705.493469
0,1,1,0,0,1,0,1,0,0,1,1,5754.337346
